ID_Producto,Nombre_Producto,Marca,Categoría,Ingrediente_Principal,Precio_USD,País_de_Origen,Año_Lanzamiento,Canal_de_Venta
PCOSM00241,Producto Lancôme 517,Clinique,Protección solar,Colágeno,73.5,Japón,2020,Retail
PCOSM00242,Producto NARS 515,Neutrogena,Maquillaje,Ácido hialurónico,56.95,Brasil,2018,Catálogo
PCOSM00243,Producto Clinique 465,Estée Lauder,Cuidado capilar,Retinol,59.92,Estados Unidos,2020,Catálogo
PCOSM00244,Producto Neutrogena 534,MAC,Maquillaje,Ácido hialurónico,11.91,Japón,2020,Marketplace
PCOSM00245,Producto Maybelline 486,Clinique,Maquillaje,Aceite de argán,43.91,Canadá,2023,Distribuidor
PCOSM00246,Producto Neutrogena 771,Dior,Cuidado capilar,Retinol,118.69,Alemania,2022,Catálogo
PCOSM00247,Producto NARS 744,Lancôme,Fragancias,Retinol,43.77,Canadá,2005,Distribuidor
PCOSM00248,Producto Maybelline 332,Maybelline,Cuidado capilar,Ácido hialurónico,29.1,Corea del Sur,2018,E-commerce
PCOSM00249,Producto NARS 462,MAC,Maquillaje,Extracto de té verde,43.79,Colombia,2013,Retail
PCOSM00250,Producto Clinique 353,MAC,Fragancias,Ácido hialurónico,105.02,Corea del Sur,2024,E-commerce
PCOSM00251,Producto NARS 550,L'Oréal,Cuidado capilar,Retinol,45.09,Francia,2020,Distribuidor
PCOSM00252,Producto NARS 33,Dior,Maquillaje,Aloe vera,67.23,Brasil,2006,Marketplace
PCOSM00253,Producto Estée Lauder 345,Neutrogena,Cuidado de la piel,Aceite de argán,14.03,Alemania,2005,Marketplace
PCOSM00254,Producto Clinique 867,MAC,Protección solar,Niacinamida,83.24,Colombia,2005,Retail
PCOSM00255,Producto NARS 327,Revlon,Cuidado de la piel,Niacinamida,44.33,Francia,2007,Marketplace
PCOSM00256,Producto Lancôme 244,Maybelline,Cuidado de la piel,Ácido hialurónico,54.56,Alemania,2008,Distribuidor
PCOSM00257,Producto NARS 497,Maybelline,Fragancias,Vitamina C,33.46,Estados Unidos,2013,Distribuidor
PCOSM00258,Producto Revlon 5,Neutrogena,Maquillaje,Extracto de té verde,100.49,Alemania,2015,Distribuidor
PCOSM00259,Producto Neutrogena 345,Revlon,Cuidado de la piel,Aceite de argán,77.46,Brasil,2005,E-commerce
PCOSM00260,Producto Estée Lauder 393,NARS,Maquillaje,Aloe vera,93.7,Canadá,2017,Catálogo
PCOSM00261,Producto Revlon 229,Revlon,Fragancias,Retinol,32.53,Canadá,2017,Retail
PCOSM00262,Producto Revlon 152,Dior,Fragancias,Niacinamida,13.24,Brasil,2016,E-commerce
PCOSM00263,Producto Lancôme 738,MAC,Fragancias,Niacinamida,111,Canadá,2006,Catálogo
PCOSM00264,Producto Lancôme 423,MAC,Fragancias,Extracto de té verde,28.39,Estados Unidos,2022,Distribuidor
PCOSM00265,Producto Neutrogena 246,Neutrogena,Protección solar,Colágeno,13.16,Canadá,2017,Retail
PCOSM00266,Producto Revlon 917,Maybelline,Maquillaje,Extracto de té verde,118.76,Francia,2013,Retail
PCOSM00267,Producto Clinique 888,Lancôme,Cuidado capilar,Extracto de té verde,98.15,Francia,2008,Marketplace
PCOSM00268,Producto Maybelline 35,Neutrogena,Maquillaje,Vitamina C,105.6,Corea del Sur,2008,E-commerce
PCOSM00269,Producto L'Oréal 45,Maybelline,Fragancias,Niacinamida,105.45,Corea del Sur,2019,E-commerce
PCOSM00270,Producto Dior 936,NARS,Fragancias,Aceite de argán,32.92,Japón,2017,Catálogo
PCOSM00271,Producto Lancôme 667,L'Oréal,Cuidado capilar,Colágeno,84.02,Brasil,2009,Marketplace
PCOSM00272,Producto Lancôme 368,MAC,Cuidado de la piel,Extracto de té verde,64.61,Alemania,2012,Marketplace
PCOSM00273,Producto MAC 946,Estée Lauder,Maquillaje,Ácido hialurónico,91.87,Estados Unidos,2022,Distribuidor
PCOSM00274,Producto Maybelline 407,Clinique,Maquillaje,Retinol,70.87,Alemania,2015,Catálogo
PCOSM00275,Producto Dior 193,L'Oréal,Fragancias,Colágeno,93.83,Alemania,2016,Catálogo
PCOSM00276,Producto Revlon 698,Revlon,Fragancias,Niacinamida,69.54,Francia,2022,Catálogo
PCOSM00277,Producto Revlon 429,Neutrogena,Protección solar,Extracto de té verde,71.94,Brasil,2024,Distribuidor
PCOSM00278,Producto Revlon 767,Clinique,Fragancias,Vitamina C,53.39,Francia,2020,Marketplace
PCOSM00279,Producto Lancôme 518,Lancôme,Protección solar,Colágeno,37.29,Francia,2005,E-commerce
PCOSM00280,Producto Neutrogena 846,NARS,Fragancias,Ácido hialurónico,69.21,Canadá,2006,Retail
PCOSM00281,Producto NARS 195,Revlon,Protección solar,Extracto de té verde,94.82,Corea del Sur,2011,Marketplace
PCOSM00282,Producto Clinique 229,Estée Lauder,Fragancias,Retinol,43.82,Japón,2015,Marketplace
PCOSM00283,Producto Estée Lauder 165,MAC,Protección solar,Colágeno,94.67,Estados Unidos,2010,Distribuidor
PCOSM00284,Producto Estée Lauder 995,Dior,Maquillaje,Vitamina C,72.23,Francia,2007,Retail
PCOSM00285,Producto NARS 365,Lancôme,Maquillaje,Ácido hialurónico,40.81,Colombia,2017,Marketplace
PCOSM00286,Producto Neutrogena 719,Estée Lauder,Fragancias,Aceite de argán,89.63,Alemania,2010,E-commerce
PCOSM00287,Producto Maybelline 506,Dior,Maquillaje,Retinol,105.16,Estados Unidos,2024,E-commerce
PCOSM00288,Producto NARS 441,Estée Lauder,Fragancias,Colágeno,51.16,Japón,2016,Distribuidor
PCOSM00289,Producto Estée Lauder 227,L'Oréal,Cuidado capilar,Aceite de argán,10.45,Brasil,2007,Marketplace
PCOSM00290,Producto Neutrogena 831,Estée Lauder,Protección solar,Retinol,55.18,Francia,2013,E-commerce
PCOSM00291,Producto Neutrogena 351,Revlon,Cuidado capilar,Niacinamida,70.18,Japón,2024,Distribuidor
PCOSM00292,Producto Maybelline 3,MAC,Cuidado capilar,Colágeno,43.37,Canadá,2021,Distribuidor
PCOSM00293,Producto Estée Lauder 261,Neutrogena,Cuidado de la piel,Extracto de té verde,101.73,Alemania,2024,Marketplace
PCOSM00294,Producto MAC 944,Neutrogena,Maquillaje,Aceite de argán,76.55,Alemania,2014,Catálogo
PCOSM00295,Producto Estée Lauder 182,Lancôme,Cuidado capilar,Vitamina C,53.46,Alemania,2010,Retail
PCOSM00296,Producto Neutrogena 647,Clinique,Maquillaje,Aloe vera,68.21,Francia,2015,Retail
PCOSM00297,Producto MAC 762,Clinique,Maquillaje,Ácido hialurónico,83.13,Brasil,2023,Marketplace
PCOSM00298,Producto Dior 643,L'Oréal,Fragancias,Vitamina C,5.07,Estados Unidos,2017,Marketplace
PCOSM00299,Producto Estée Lauder 437,Lancôme,Cuidado capilar,Retinol,63.06,Alemania,2018,Catálogo
PCOSM00300,Producto Clinique 953,Clinique,Maquillaje,Colágeno,77.03,Francia,2008,Distribuidor
PCOSM00301,Producto Maybelline 490,Lancôme,Cuidado capilar,Ácido hialurónico,99.89,Japón,2019,E-commerce
PCOSM00302,Producto Dior 335,Neutrogena,Maquillaje,Extracto de té verde,74.33,Alemania,2022,Catálogo
PCOSM00303,Producto Neutrogena 752,MAC,Cuidado de la piel,Niacinamida,74.19,Canadá,2009,Marketplace
PCOSM00304,Producto NARS 396,Neutrogena,Protección solar,Aceite de argán,7.75,Brasil,2023,E-commerce
PCOSM00305,Producto NARS 747,Estée Lauder,Maquillaje,Retinol,112.16,Colombia,2013,Marketplace
PCOSM00306,Producto Estée Lauder 93,Clinique,Cuidado de la piel,Ácido hialurónico,85.63,Brasil,2019,Catálogo
PCOSM00307,Producto Estée Lauder 348,Clinique,Protección solar,Vitamina C,111.26,Japón,2022,Retail
PCOSM00308,Producto Clinique 157,Clinique,Fragancias,Retinol,118.46,Estados Unidos,2012,Marketplace
PCOSM00309,Producto Revlon 784,Maybelline,Maquillaje,Vitamina C,59.37,Colombia,2012,Retail
PCOSM00310,Producto Revlon 388,Revlon,Fragancias,Ácido hialurónico,39.55,Alemania,2021,E-commerce
PCOSM00311,Producto Neutrogena 255,L'Oréal,Cuidado de la piel,Aloe vera,59.18,Estados Unidos,2021,Marketplace
PCOSM00312,Producto L'Oréal 648,Dior,Fragancias,Aceite de argán,45.76,Alemania,2009,Distribuidor
PCOSM00313,Producto Revlon 576,Lancôme,Cuidado capilar,Ácido hialurónico,90.97,Canadá,2005,Marketplace
PCOSM00314,Producto Revlon 769,Lancôme,Cuidado de la piel,Aceite de argán,35.94,Colombia,2022,Distribuidor
PCOSM00315,Producto Maybelline 275,Dior,Maquillaje,Aloe vera,7.55,Corea del Sur,2016,E-commerce
PCOSM00316,Producto L'Oréal 31,Clinique,Fragancias,Aceite de argán,34.9,Canadá,2018,Retail
PCOSM00317,Producto Maybelline 123,Revlon,Protección solar,Colágeno,43.42,Francia,2010,Retail
PCOSM00318,Producto Dior 531,Dior,Cuidado capilar,Aloe vera,83.11,Estados Unidos,2019,Retail
PCOSM00319,Producto L'Oréal 303,Clinique,Fragancias,Extracto de té verde,17.81,Francia,2009,E-commerce
PCOSM00320,Producto Clinique 164,Revlon,Protección solar,Vitamina C,5.35,Corea del Sur,2015,Retail
PCOSM00321,Producto Clinique 509,L'Oréal,Fragancias,Extracto de té verde,117.25,Francia,2011,Catálogo
PCOSM00322,Producto MAC 634,MAC,Cuidado de la piel,Extracto de té verde,70.54,Brasil,2014,Marketplace
PCOSM00323,Producto Clinique 54,Maybelline,Cuidado capilar,Extracto de té verde,116.85,Estados Unidos,2005,Retail
PCOSM00324,Producto NARS 264,NARS,Maquillaje,Extracto de té verde,29.71,Canadá,2007,Distribuidor
PCOSM00325,Producto Dior 920,Revlon,Protección solar,Extracto de té verde,30.31,Alemania,2017,Retail
PCOSM00326,Producto Dior 271,NARS,Fragancias,Retinol,119.46,Francia,2009,Marketplace
PCOSM00327,Producto Estée Lauder 16,Clinique,Fragancias,Vitamina C,57.1,Alemania,2016,Retail
PCOSM00328,Producto Clinique 294,Lancôme,Cuidado capilar,Ácido hialurónico,60.24,Estados Unidos,2016,E-commerce
PCOSM00329,Producto Dior 25,Clinique,Protección solar,Aloe vera,41.26,Estados Unidos,2010,Marketplace
PCOSM00330,Producto Clinique 101,MAC,Cuidado capilar,Aloe vera,58.06,Francia,2008,E-commerce
PCOSM00331,Producto Dior 758,Neutrogena,Maquillaje,Colágeno,35.67,Estados Unidos,2022,Distribuidor
PCOSM00332,Producto Estée Lauder 694,MAC,Cuidado de la piel,Niacinamida,74.66,Canadá,2007,Retail
PCOSM00333,Producto MAC 244,Dior,Cuidado capilar,Aceite de argán,35.99,Colombia,2017,Distribuidor
PCOSM00334,Producto L'Oréal 779,Estée Lauder,Cuidado capilar,Aloe vera,25.67,Alemania,2007,E-commerce
PCOSM00335,Producto Estée Lauder 920,Maybelline,Fragancias,Extracto de té verde,79.3,Canadá,2017,Marketplace
PCOSM00336,Producto Lancôme 701,MAC,Cuidado de la piel,Retinol,45.24,Canadá,2020,Retail
PCOSM00337,Producto Dior 258,Dior,Fragancias,Extracto de té verde,94.33,Corea del Sur,2022,Catálogo
PCOSM00338,Producto MAC 420,Lancôme,Fragancias,Ácido hialurónico,64.14,Japón,2017,Distribuidor
PCOSM00339,Producto Estée Lauder 24,Estée Lauder,Fragancias,Extracto de té verde,104.86,Colombia,2010,E-commerce
PCOSM00340,Producto Dior 30,L'Oréal,Fragancias,Aceite de argán,37.53,Brasil,2010,Marketplace
PCOSM00341,Producto Dior 733,Lancôme,Maquillaje,Ácido hialurónico,14.53,Estados Unidos,2012,Marketplace
PCOSM00342,Producto Estée Lauder 253,Dior,Protección solar,Colágeno,66.8,Estados Unidos,2016,Catálogo
PCOSM00343,Producto Revlon 74,Neutrogena,Fragancias,Ácido hialurónico,13.46,Alemania,2005,Retail
PCOSM00344,Producto Revlon 345,NARS,Maquillaje,Extracto de té verde,36.27,Francia,2015,Catálogo
PCOSM00345,Producto Revlon 693,MAC,Cuidado de la piel,Aceite de argán,79.49,Brasil,2009,Catálogo
PCOSM00346,Producto Neutrogena 438,Lancôme,Fragancias,Niacinamida,41.36,Alemania,2024,Catálogo
PCOSM00347,Producto Estée Lauder 721,MAC,Cuidado capilar,Ácido hialurónico,17.32,Japón,2005,E-commerce
PCOSM00348,Producto Clinique 902,Clinique,Fragancias,Retinol,79.43,Francia,2019,E-commerce
PCOSM00349,Producto MAC 466,Dior,Protección solar,Colágeno,104.65,Brasil,2007,Catálogo
PCOSM00350,Producto L'Oréal 92,MAC,Protección solar,Ácido hialurónico,10.65,Corea del Sur,2023,E-commerce
PCOSM00351,Producto Lancôme 801,NARS,Fragancias,Extracto de té verde,83.91,Estados Unidos,2015,E-commerce
PCOSM00352,Producto Neutrogena 358,NARS,Maquillaje,Retinol,34.53,Alemania,2016,Marketplace
PCOSM00353,Producto Revlon 159,Clinique,Cuidado capilar,Aloe vera,55.67,Japón,2006,Catálogo
PCOSM00354,Producto Estée Lauder 921,Estée Lauder,Cuidado de la piel,Retinol,110.23,Colombia,2006,Marketplace
PCOSM00355,Producto Estée Lauder 879,Revlon,Cuidado capilar,Ácido hialurónico,20.82,Brasil,2011,Distribuidor
PCOSM00356,Producto Maybelline 137,Neutrogena,Cuidado de la piel,Retinol,35.79,Brasil,2016,Distribuidor
PCOSM00357,Producto L'Oréal 238,Neutrogena,Cuidado de la piel,Ácido hialurónico,13.56,Colombia,2007,Catálogo
PCOSM00358,Producto Revlon 38,NARS,Maquillaje,Aloe vera,118.37,Canadá,2020,Distribuidor
PCOSM00359,Producto Estée Lauder 66,Dior,Protección solar,Aceite de argán,80.79,Canadá,2024,Catálogo
PCOSM00360,Producto Revlon 171,NARS,Cuidado capilar,Niacinamida,76.75,Japón,2011,Retail
PCOSM00361,Producto Neutrogena 325,Clinique,Cuidado capilar,Niacinamida,98.49,Alemania,2014,Marketplace
PCOSM00362,Producto Maybelline 288,NARS,Protección solar,Vitamina C,63.5,Colombia,2015,Catálogo
PCOSM00363,Producto NARS 70,Maybelline,Protección solar,Aceite de argán,118.39,Estados Unidos,2006,Retail
PCOSM00364,Producto NARS 412,MAC,Protección solar,Aceite de argán,102.06,Japón,2007,Marketplace
PCOSM00365,Producto Dior 208,Estée Lauder,Cuidado capilar,Extracto de té verde,71.66,Japón,2016,Retail
PCOSM00366,Producto Neutrogena 80,Clinique,Cuidado de la piel,Aloe vera,37.21,Francia,2009,Retail
PCOSM00367,Producto Neutrogena 980,Neutrogena,Cuidado capilar,Aloe vera,91.01,Brasil,2008,Distribuidor
PCOSM00368,Producto Maybelline 509,Clinique,Cuidado de la piel,Niacinamida,45.2,Alemania,2014,Marketplace
PCOSM00369,Producto Estée Lauder 679,Estée Lauder,Protección solar,Aceite de argán,75.91,Brasil,2019,Marketplace
PCOSM00370,Producto Estée Lauder 236,Dior,Cuidado capilar,Niacinamida,26.97,Francia,2008,E-commerce
PCOSM00371,Producto Lancôme 342,Clinique,Cuidado capilar,Ácido hialurónico,92.61,Brasil,2005,E-commerce
PCOSM00372,Producto NARS 452,NARS,Maquillaje,Ácido hialurónico,78.63,Japón,2007,Distribuidor
PCOSM00373,Producto Lancôme 309,Dior,Cuidado capilar,Extracto de té verde,26.87,Japón,2016,Marketplace
PCOSM00374,Producto Neutrogena 159,Dior,Maquillaje,Extracto de té verde,91.1,Canadá,2005,Distribuidor
PCOSM00375,Producto L'Oréal 142,NARS,Maquillaje,Extracto de té verde,93.05,Corea del Sur,2024,E-commerce
PCOSM00376,Producto Revlon 752,Clinique,Maquillaje,Aceite de argán,112.43,Francia,2006,Retail
PCOSM00377,Producto L'Oréal 113,L'Oréal,Cuidado de la piel,Aloe vera,96.21,Estados Unidos,2016,E-commerce
PCOSM00378,Producto Maybelline 497,Lancôme,Cuidado de la piel,Extracto de té verde,105.19,Japón,2022,Marketplace
PCOSM00379,Producto NARS 70,Clinique,Fragancias,Aceite de argán,76.72,Colombia,2018,E-commerce
PCOSM00380,Producto NARS 267,Estée Lauder,Cuidado capilar,Colágeno,112.76,Estados Unidos,2011,Distribuidor
PCOSM00381,Producto Dior 68,Lancôme,Protección solar,Extracto de té verde,71.88,Estados Unidos,2021,E-commerce
PCOSM00382,Producto L'Oréal 591,NARS,Cuidado capilar,Aceite de argán,26.61,Canadá,2013,Retail
PCOSM00383,Producto Revlon 778,Lancôme,Cuidado de la piel,Aceite de argán,51.7,Brasil,2013,E-commerce
PCOSM00384,Producto MAC 458,NARS,Cuidado de la piel,Colágeno,43.22,Colombia,2006,Distribuidor
PCOSM00385,Producto L'Oréal 345,Neutrogena,Protección solar,Ácido hialurónico,22.66,Colombia,2007,Catálogo
PCOSM00386,Producto Estée Lauder 878,Lancôme,Maquillaje,Niacinamida,23.26,Japón,2017,Catálogo
PCOSM00387,Producto L'Oréal 89,Maybelline,Cuidado de la piel,Aloe vera,117.01,Colombia,2022,Retail
PCOSM00388,Producto Clinique 649,Maybelline,Cuidado capilar,Niacinamida,59.91,Francia,2024,Distribuidor
PCOSM00389,Producto NARS 759,NARS,Cuidado capilar,Extracto de té verde,53.18,Estados Unidos,2022,Retail
PCOSM00390,Producto Maybelline 673,Clinique,Cuidado de la piel,Aceite de argán,91.93,Brasil,2019,E-commerce
PCOSM00391,Producto Dior 39,Lancôme,Maquillaje,Aceite de argán,41.39,Canadá,2013,Marketplace
PCOSM00392,Producto Revlon 720,Estée Lauder,Cuidado capilar,Ácido hialurónico,106.83,Francia,2013,Catálogo
PCOSM00393,Producto Maybelline 546,Dior,Fragancias,Aloe vera,113.78,Francia,2018,Retail
PCOSM00394,Producto Dior 841,Estée Lauder,Maquillaje,Ácido hialurónico,58.66,Francia,2012,Marketplace
PCOSM00395,Producto L'Oréal 756,Dior,Cuidado capilar,Extracto de té verde,8.71,Japón,2024,E-commerce
PCOSM00396,Producto Lancôme 237,Estée Lauder,Fragancias,Retinol,29.49,Francia,2016,Marketplace
PCOSM00397,Producto Dior 84,Clinique,Cuidado de la piel,Niacinamida,88.96,Estados Unidos,2024,Retail
PCOSM00398,Producto Lancôme 518,Estée Lauder,Fragancias,Vitamina C,24.93,Brasil,2023,Retail
PCOSM00399,Producto Revlon 732,MAC,Maquillaje,Aloe vera,92.5,Colombia,2011,Distribuidor
PCOSM00400,Producto Maybelline 512,Maybelline,Cuidado capilar,Colágeno,26.99,Francia,2010,Retail
PCOSM00401,Producto NARS 531,Lancôme,Maquillaje,Ácido hialurónico,59.42,Canadá,2024,Retail
PCOSM00402,Producto NARS 344,Revlon,Protección solar,Niacinamida,112.7,Alemania,2011,Catálogo
PCOSM00403,Producto NARS 630,Estée Lauder,Protección solar,Colágeno,113.47,Alemania,2019,Distribuidor
PCOSM00404,Producto Revlon 561,Lancôme,Protección solar,Colágeno,42.07,Francia,2018,Catálogo
PCOSM00405,Producto Dior 136,Lancôme,Fragancias,Aceite de argán,46.49,Japón,2019,Retail
PCOSM00406,Producto NARS 361,Clinique,Maquillaje,Retinol,5.68,Brasil,2020,E-commerce
PCOSM00407,Producto Estée Lauder 511,Maybelline,Fragancias,Extracto de té verde,24.53,Colombia,2015,E-commerce
PCOSM00408,Producto Neutrogena 765,MAC,Cuidado capilar,Aloe vera,44.42,Brasil,2011,E-commerce
PCOSM00409,Producto Revlon 506,Estée Lauder,Cuidado capilar,Retinol,98,Canadá,2013,Retail
PCOSM00410,Producto Clinique 154,NARS,Cuidado de la piel,Extracto de té verde,15.96,Japón,2008,Marketplace
PCOSM00411,Producto Neutrogena 124,Clinique,Maquillaje,Vitamina C,110.62,Alemania,2012,E-commerce
PCOSM00412,Producto Revlon 483,Revlon,Fragancias,Niacinamida,14.57,Estados Unidos,2017,Catálogo
PCOSM00413,Producto Estée Lauder 207,MAC,Cuidado capilar,Aloe vera,95.81,Alemania,2014,Retail
PCOSM00414,Producto NARS 958,Neutrogena,Cuidado de la piel,Vitamina C,67.61,Brasil,2005,Distribuidor
PCOSM00415,Producto Clinique 980,NARS,Protección solar,Vitamina C,11.37,Japón,2023,Catálogo
PCOSM00416,Producto Dior 554,L'Oréal,Cuidado capilar,Vitamina C,100.75,Canadá,2014,Catálogo
PCOSM00417,Producto L'Oréal 320,Dior,Cuidado de la piel,Vitamina C,51.65,Japón,2020,Catálogo
PCOSM00418,Producto Dior 9,Clinique,Maquillaje,Niacinamida,90.13,Corea del Sur,2019,Marketplace
PCOSM00419,Producto NARS 80,Neutrogena,Maquillaje,Vitamina C,73.73,Colombia,2013,E-commerce
PCOSM00420,Producto Estée Lauder 443,Clinique,Cuidado capilar,Aloe vera,57.16,Corea del Sur,2006,Catálogo
PCOSM00421,Producto Estée Lauder 171,L'Oréal,Maquillaje,Ácido hialurónico,111.67,Brasil,2019,Retail
PCOSM00422,Producto Lancôme 391,L'Oréal,Cuidado de la piel,Niacinamida,73.05,Japón,2019,Catálogo
PCOSM00423,Producto L'Oréal 42,Lancôme,Maquillaje,Niacinamida,88.33,Canadá,2022,E-commerce
PCOSM00424,Producto Maybelline 446,Revlon,Cuidado capilar,Ácido hialurónico,84.99,Francia,2016,Retail
PCOSM00425,Producto L'Oréal 671,Dior,Fragancias,Vitamina C,29.75,Brasil,2011,Catálogo
PCOSM00426,Producto L'Oréal 502,Clinique,Maquillaje,Ácido hialurónico,82.26,Japón,2007,E-commerce
PCOSM00427,Producto L'Oréal 677,MAC,Cuidado de la piel,Vitamina C,104.76,Colombia,2014,Retail
PCOSM00428,Producto Neutrogena 576,L'Oréal,Cuidado capilar,Niacinamida,22.95,Brasil,2022,Marketplace
PCOSM00429,Producto MAC 753,Lancôme,Cuidado de la piel,Retinol,88.24,Brasil,2017,Retail
PCOSM00430,Producto Dior 519,MAC,Fragancias,Niacinamida,111.63,Francia,2022,Marketplace
PCOSM00431,Producto Clinique 768,Neutrogena,Protección solar,Extracto de té verde,80.7,Corea del Sur,2005,Catálogo
PCOSM00432,Producto Maybelline 778,NARS,Protección solar,Vitamina C,76.62,Estados Unidos,2024,Distribuidor
PCOSM00433,Producto Maybelline 565,Dior,Cuidado de la piel,Extracto de té verde,97.66,Alemania,2020,Retail
PCOSM00434,Producto Revlon 615,MAC,Protección solar,Aloe vera,109.58,Canadá,2012,Distribuidor
PCOSM00435,Producto NARS 727,Dior,Cuidado capilar,Extracto de té verde,108.17,Francia,2019,Marketplace
PCOSM00436,Producto Estée Lauder 952,Maybelline,Cuidado de la piel,Niacinamida,40.5,Alemania,2008,Catálogo
PCOSM00437,Producto L'Oréal 624,Clinique,Fragancias,Niacinamida,68.69,Japón,2014,E-commerce
PCOSM00438,Producto Neutrogena 509,MAC,Cuidado de la piel,Niacinamida,44.43,Brasil,2005,Distribuidor
PCOSM00439,Producto Lancôme 651,Revlon,Cuidado capilar,Aloe vera,31.28,Francia,2017,Retail
PCOSM00440,Producto Revlon 581,Clinique,Protección solar,Aceite de argán,117.54,Estados Unidos,2006,Catálogo
PCOSM00441,Producto Estée Lauder 696,Neutrogena,Cuidado de la piel,Extracto de té verde,91.45,Japón,2024,Distribuidor
PCOSM00442,Producto Revlon 701,Clinique,Cuidado de la piel,Colágeno,91.28,Francia,2022,Retail
PCOSM00443,Producto Lancôme 6,Clinique,Cuidado capilar,Aceite de argán,116.29,Alemania,2006,E-commerce
PCOSM00444,Producto Dior 19,Dior,Cuidado capilar,Retinol,110.16,Estados Unidos,2013,Retail
PCOSM00445,Producto Clinique 584,Dior,Protección solar,Extracto de té verde,78.38,Brasil,2022,Distribuidor
PCOSM00446,Producto Maybelline 563,Maybelline,Fragancias,Aloe vera,16.25,Brasil,2013,Marketplace
PCOSM00447,Producto MAC 761,Neutrogena,Cuidado capilar,Retinol,62.52,Alemania,2018,Retail
PCOSM00448,Producto Lancôme 116,Clinique,Fragancias,Colágeno,98.5,Alemania,2006,Catálogo
PCOSM00449,Producto MAC 789,Clinique,Cuidado capilar,Retinol,58.31,Japón,2019,Catálogo
PCOSM00450,Producto L'Oréal 699,Estée Lauder,Cuidado capilar,Ácido hialurónico,42.6,Japón,2011,Catálogo
PCOSM00451,Producto NARS 38,Revlon,Fragancias,Colágeno,95.48,Brasil,2010,E-commerce
PCOSM00452,Producto Revlon 247,Maybelline,Fragancias,Retinol,73.55,Corea del Sur,2016,Retail
PCOSM00453,Producto Maybelline 292,NARS,Cuidado de la piel,Retinol,24.65,Brasil,2014,Distribuidor
PCOSM00454,Producto Lancôme 995,Dior,Fragancias,Aceite de argán,54.14,Estados Unidos,2008,Marketplace
PCOSM00455,Producto Neutrogena 32,L'Oréal,Maquillaje,Aloe vera,43.96,Estados Unidos,2023,E-commerce
PCOSM00456,Producto Revlon 473,Lancôme,Cuidado de la piel,Vitamina C,69.61,Brasil,2013,Retail
PCOSM00457,Producto Revlon 322,MAC,Fragancias,Vitamina C,15.72,Francia,2007,Catálogo
PCOSM00458,Producto Estée Lauder 198,Maybelline,Maquillaje,Retinol,98.9,Corea del Sur,2016,E-commerce
PCOSM00459,Producto Neutrogena 532,Revlon,Fragancias,Retinol,68.84,Francia,2011,Marketplace
PCOSM00460,Producto Clinique 646,Estée Lauder,Cuidado de la piel,Aceite de argán,39.33,Brasil,2016,Catálogo
PCOSM00461,Producto Estée Lauder 26,Dior,Cuidado capilar,Ácido hialurónico,74.67,Alemania,2011,Catálogo
PCOSM00462,Producto Clinique 172,Dior,Fragancias,Extracto de té verde,101.06,Alemania,2005,Catálogo
PCOSM00463,Producto NARS 946,Revlon,Maquillaje,Aloe vera,109.85,Francia,2016,Marketplace
PCOSM00464,Producto Dior 301,Neutrogena,Fragancias,Retinol,47.14,Alemania,2010,Retail
PCOSM00465,Producto Maybelline 225,NARS,Maquillaje,Ácido hialurónico,25.5,Francia,2024,Marketplace
PCOSM00466,Producto Revlon 146,Dior,Maquillaje,Colágeno,93.5,Brasil,2021,Catálogo
PCOSM00467,Producto Maybelline 525,Maybelline,Fragancias,Vitamina C,98.97,Alemania,2013,Marketplace
PCOSM00468,Producto Neutrogena 432,L'Oréal,Cuidado capilar,Vitamina C,17.7,Francia,2016,Catálogo
PCOSM00469,Producto Revlon 183,Revlon,Cuidado de la piel,Niacinamida,39.35,Japón,2021,Distribuidor
PCOSM00470,Producto Revlon 909,Maybelline,Cuidado capilar,Aloe vera,58.65,Corea del Sur,2005,E-commerce
PCOSM00471,Producto Dior 59,Lancôme,Cuidado capilar,Vitamina C,30.67,Canadá,2011,Retail
PCOSM00472,Producto Lancôme 135,MAC,Maquillaje,Niacinamida,57.96,Corea del Sur,2021,E-commerce
PCOSM00473,Producto NARS 367,MAC,Cuidado capilar,Ácido hialurónico,23.19,Japón,2016,Retail
PCOSM00474,Producto Lancôme 417,Maybelline,Cuidado de la piel,Aloe vera,48.66,Estados Unidos,2018,Marketplace
PCOSM00475,Producto Maybelline 80,NARS,Fragancias,Vitamina C,111.62,Brasil,2006,Marketplace
PCOSM00476,Producto MAC 536,MAC,Fragancias,Colágeno,67.34,Corea del Sur,2007,Catálogo
PCOSM00477,Producto Lancôme 922,Maybelline,Fragancias,Extracto de té verde,115.55,Estados Unidos,2018,Catálogo
PCOSM00478,Producto MAC 612,MAC,Fragancias,Aceite de argán,95.06,Corea del Sur,2015,Distribuidor
PCOSM00479,Producto Revlon 311,Estée Lauder,Cuidado capilar,Colágeno,42.55,Colombia,2024,E-commerce
PCOSM00480,Producto Revlon 172,Estée Lauder,Protección solar,Retinol,11.13,Estados Unidos,2024,E-commerce
PCOSM00481,Producto Lancôme 213,Revlon,Maquillaje,Extracto de té verde,116.39,Francia,2014,E-commerce
PCOSM00482,Producto Dior 250,Estée Lauder,Cuidado capilar,Ácido hialurónico,82.95,Corea del Sur,2024,Marketplace
